InvoiceNo,StockCode,User ID,Product ID,Name,Brand,Price,Category,SubCategory,Quantity,Description,Type,Rating,InvoiceDate,time stamp,image link,Country
536398,22114,A8TH161HDA2FL,972683275,Gala Kitchen Sponge Wipe,Gala,275,Home & Kitchen,Cleaning Tools,Pack of 5,"
Gala, India's one of the largest manufacturer of home cleaning tools brings out Kitchen Wipe 5 piece set made up of cellulose sponge with cotton mesh.

- It has higher durability than any other ordinary sponge cloth.
- It is lint free and hence can be used even on Glass, Mirror, Television etc.
- Used for wet wiping of Table, Kitchen platform, fridge etc.
- Absorbs water 10 times of its weight
- Length:160 mm
- Width:190 mm
- Height:35 mm

*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Home & Kitchen > Cleaning Tools,5,12-01-2010 10:52,1363478400,,United Kingdom
536398,22835,A11IFJDOZ0T6Z2,972683275,Gala Super Scrub,Gala,85,Home & Kitchen,Cleaning Tools,Pack of 2,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Home & Kitchen > Cleaning Tools,3,12-01-2010 10:52,1358640000,,United Kingdom
536398,22112,A3TCV19D652GPU,972683275,Galia-Melon,Melon,80,fruits,groceries,1,fruitsbenefitedwithmanyvitaminsandnutrients,fruitsandveggies,4,12-01-2010 10:52,1366848000,,United Kingdom
536398,21479,AKY4Q90DE9AO9,972683275,Garant-Ecological-Medium-Fat-Milk,Milk,80,juices,groceries,1,fruitdrinksandothertypeofliquidslikemilkandall,liquids,4,12-01-2010 10:52,1372809600,,United Kingdom
536398,22111,A3LSDUV9HSY66,972683275,Garant-Ecological-Standard-Milk,Milk,80,juices,groceries,1,fruitdrinksandothertypeofliquidslikemilkandall,liquids,5,12-01-2010 10:52,1363737600,,United Kingdom
536399,22632,AUOF7KMZRE4RG,972683275,Garlic,Garlic,250,vegetables,groceries,1,vegetableswithproteinsvitaminasandmanyothernutritionalbeverages,fruitsandveggies,4,12-01-2010 10:52,1312588800,,United Kingdom
536399,22633,A1KFWYUVIPJTLQ,972683275,Garlic (Lahsun),,35,Fruits & Vegetables,Fruits & Vegetables,200,"Overview:Garlic is a commonly used food and flavoring agent in all Indian dishes. It is highly nutritious and has very few calories. BenefitsMay reduce symptoms of common coldCould help in improving blood pressureContaining antioxidants, garlic may protect against cell damage and ageing. ",Fruits & Vegetables,4,12-01-2010 10:52,1359936000,,United Kingdom
536400,22969,A5MJPMMDAA1RQ,594481813,Gemini Refined Soyabean Oil,Gemini,175,Grocery,Cooking Oil,1,"OverviewGemini Soyabean is enriched with the goodness of Vitamins A, D & E. Soybean oil is chiefly a poly-unsaturated fats rich vegetable oil. Additionally it is low in saturated fats, and free from cholesterol; making it as one of the healthiest cooking oils.Key Features- Gemini Refined Soyabean Oil comes with Nutri Fresh Lock Technology, which ensures food cooked in it retains added nutrients and freshness for a long time.- Your favourite Gemini Refined Soy oil now comes with Nutri Fresh Lock Technology which means it goes through select processes with continuous monitoring and then it is hygienically packed in recyclable packaging material having barrier properties which ensures that food cooked in Gemini Refined Soybean Oil retains added nutrients and freshness for a long time.- Gemini Refined Soyabean oil comes with the added goodness of vitamins A,D & E.IngredientsEdible vegetable oil, vitamins (A,E,D), Antifoaming Agent (Dimethyl Polysiloxane)Storage InstructionsStore in a dry and hygienic place away from heat and light.",Grocery > Cooking Oil,5,12-01-2010 10:53,1395964800,,United Kingdom
536401,22110,A2N7FW352FF8AQ,972683275,Genteel Liquid Detergent,Genteel,280,Home & Kitchen,Detergent & Fabric Care,1,"OverviewHave you ever wondered why your delicate clothes look so dull and lifeless after few washes? Maybe you should look at your detergent which contains harmful chemicals. Genteel Liquid Detergent is a unique liquid detergent which is good for delicate and colored clothes. It not only cleans the clothes, removes dirt, but also leaves an amazing smell which lasts for long. The pH-neutral formula prevents the clothes from shrinking and fading. Your delicate clothes need extra care, and Genteel is perfect for them.CompositionThere is no harmful soda in Genteel liquid wash. This is a unique fabric conditioner which keeps your clothes clean, fluffy and soft.Key Features- Superior liquid formula actively softens and removes stains.- Inbuilt fabric conditioner that keeps clothes soft and fragrant.- Ideal for washing cotton, linen, silk, denim and other everyday clothes.- Special 'No Soda' formula which helps you maintain your clothes.Benefits- Genteel Liquid Detergent is an all-purpose liquid detergent from the house of Godrej.- It is the best solution for your everyday clothes.- Its special formula ensures that the clothes are clean and fragrant keeping you fresh all day, every day. The Genteel way to great laundry is simple: Gentle and effective cleaning with inbuilt fabric conditioner for lingering fragrance to all clothes.How to UseTake half a bucket of water and pour two capfuls of Genteel. For machines, you can add the same amount, but the wash load should be medium; do not overload the machine with extra clothes.Then you can soak the clothes in the detergent-mixed water, rinse it and let it dry in a shady place.Ideal for washing cotton, linen, silk, denim and other everyday clothes.Shelf LifeBest before 12 months from the date of packaging.Storage ConditionStore in a cool and dry place.About the BrandGodrej Genteel was launched in 1975 as India's first liquid detergent. Genteel was launched with the sole purpose of avoiding the damage from harsh powder detergents which contain soda and other harmful chemicals.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 11:21,1301875200,,United Kingdom
536401,22098,ALSYM9GTZ8E7A,972683275,Ghadi Detergent Cake,Ghadi,22,Home & Kitchen,Detergent & Fabric Care,300,"OverviewGhadi Detergent Bar is known to remove hard-to-remove dirt and grime from difficult spots like the cuff and collar of shirts. It helps to retain the colour and shine and leaves a pleasant after wash fragrance. CompositionSoda, Acitive Alkalinity Sodium, Tripolyphosphate (Stpp) Parfume, Active Ingredients. Key FeaturesEffectively fights dirtRetains the colour and shinePleasantly fragrant Shelf LifeBest before 24 months from the date of packaging. Storage ConditionStore in a cool and dry place.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 11:21,1370476800,,United Kingdom
536401,22100,A3CG50NHWGH5H9,972683275,Ghadi Detergent Powder,Ghadi,210,Home & Kitchen,Detergent & Fabric Care,3,"OverviewGhadi Detergent is known to remove hard-to-remove dirt and grime from difficult spots like the cuff and collar of shirts. It helps to retain the colour and shine and leaves a pleasant after wash fragrance.CompositionSoda, Active Alkalinity Sodium, Tripolyphosphate (Stpp) Perfume, Active Ingredients.Key Features- Effectively fights dirt- Retains the colour and shine- Pleasantly fragrantShelf LifeBest before 24 months from the date of packaging.Storage ConditionStore in a cool and dry place.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 11:21,1376784000,,United Kingdom
536401,22766,A33RU0BLKE4YWA,972683275,Ghasitaram's Rasmalai Tin,Ghasitaram's,140,Packaged Food,Sweets,500,"
Transfer the sugar syrup to a bowl. Now squeeze and drain the Rasmalai. Take a bowl of 500 ml thickened sweet warm milk, add to this the drained Rasmalai. Garnish with Almonds, Pistachio and dry fruits. Refrigerate for 12-15 minutes. Scrumptious Rasmalai is now ready to serve. Best when served cold.

*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food > Sweets,5,12-01-2010 11:21,1367366400,,United Kingdom
536401,22451,A284PZTO3H9FEN,972683275,Ghasitaram's Rassogulla With Natural Sweetener Tin,Ghasitaram's,500,Packaged Food,Sweets,1,"OverviewPunjabi Ghasitaram Halwai, Specialist confectioners of the highest quality sweets prepared under the most hygienic conditions.Key Features- Low Glycemic Index, Ideal for diabetics. - Low calories ideal for diet conscious people. - Made with natural sweetener stevia - No Added SugarIngredientsCow's Milk Casein, Maltitol (E965), Stevia Leaf Extract (E960), Water.How to UsePreparation: Open the tin transfer the syrup into a bowl. Gently squeeze the Rossogulla and let them loose into the bowl. Let Rossogulla soak in the bowl for 2 Minutes. No added sugar mouth watering Rossogulla are ready to be served. Best served when cold.Other must know InformationBefore 9 months from Manufacturing Date.IMPORTANT - After opening the tin transfer the contents into a steel or glass bowl, refrigerate and consume the content on the same day of opening the can - Do not buy puffed or leaky tin - Store in a cool and dark place - No artificial preservatives usedAllergen statement: Made in Facility that Processes Peanuts, Tree nuts, Soya, Wheat Sesame, Mustard and Celery. Polyols may have laxative effect",Packaged Food > Sweets,5,12-01-2010 11:21,1371686400,,United Kingdom
536401,22549,A235DJF7AEYJFQ,972683275,Giffy Concentrated Dish Wash Gel,Giffy,190,Home & Kitchen,Home & Kitchen,750,"Overview:Giffy dish wash gel is packed with active salt and green lime, which cleans 2x faster* than ordinary dish wash gels. The natural ingredients make it effective even on tough stains, but gentle on your hands.About the BrandGiffy Dish Wash Gel is an efficient cleanser created by Wipro Consumer Care. This household product is made of natural ingredients to make cleaning vessels 2x faster, and to be gentle on your hands.",Home & Kitchen,4,12-01-2010 11:21,1361491200,,United Kingdom
536401,84744,AZFF4CX9MQ4AE,972683275,Giffy Lemon & Active Salt Dish Wash Gel,Giffy,270,Home & Kitchen,Home & Kitchen,900l,"Overview:Giffy dish wash gel is packed with active salt and green lime, which cleans 2x faster than ordinary dish wash gels. The natural ingredients make it effective even on tough stains, but gentle on your hands. Mask's food odour for a fresh, clean smell. Rinses off easily with no residue or white patches, leaving utensils sparkling clean. Available in two variants - green lime and active salt, lemon and active salt.Key FeaturesGiffy dish wash gel is packed with the benefit of 2 ingredients : lemon and active saltWith active salt, Giffy cleans 2x faster than ordinary dish wash liquid Concentrated dish wash gelHow to UseTake a teaspoon of Giffy Dish Wash Gel. Mix it in one bowl of water (400 ml). Use this solution with a scrub-sponge for cleaning. For tough grease, apply Giffy directly onto a wet scrub-sponge and use it on the utensil.About the BrandGiffy Dish Wash Gel is an efficient cleanser created by Wipro Consumer Care. This household product is made of natural ingredients to make cleaning vessels 2x faster, and to be gentle on your hands.",Home & Kitchen,5,12-01-2010 11:21,1385164800,,United Kingdom
536401,85049E,A2GGS3I5BY7R1A,972683275,Ginger,Ginger,350,vegetables,groceries,1,vegetableswithproteinsvitaminasandmanyothernutritionalbeverages,fruitsandveggies,5,12-01-2010 11:21,1378598400,,United Kingdom
536401,21328,A3DOQ1AI1MU74K,972683275,Ginger (Adrak),,20,Fruits & Vegetables,Fruits & Vegetables,200,"Overview:The rhizome, often known as ginger root or ginger, is a flowering plant whose rhizome is widely used as a spice and folk medicine. Fresh, dried, powdered, or as an oil or juice, ginger can be used in a variety of ways.How to UseGinger is high in antioxidants, which protect your body's DNA from stress and harm. They may help in the prevention of chronic diseases such as high blood pressure, heart disease, and lung diseases, as well as promote healthy ageing. ",Fruits & Vegetables,4,12-01-2010 11:21,1320883200,,United Kingdom
536401,22961,A23C1AURSCRZ5O,972683275,Girnar Royal Cup Tea,Girnar,550,Dairy & Beverages,Beverages,1,India,Dairy & Beverages > Beverages,5,12-01-2010 11:21,1286236800,,United Kingdom
536401,17091A,A2PARH1DUDLWHT,972683275,Girnar Royal Cup Tea,Girnar,140,Dairy & Beverages,Beverages,250,India,Dairy & Beverages > Beverages,5,12-01-2010 11:21,1351987200,,United Kingdom
536401,22473,A2GDPXNXVK43KU,972683275,Girnar Royal Cup Tea,Girnar,280,Dairy & Beverages,Beverages,500,India,Dairy & Beverages > Beverages,5,12-01-2010 11:21,1365292800,,United Kingdom
536401,84509A,A1SIV0P0QLCP3X,972683275,Glito 3 In 1 Perfumed Floor-Surface-Dish Cleaner,Glito,156,Home & Kitchen,Cleaners,1,"  OverviewThis is a 3-in-1 cleaner for Floor-Surface-Dishes and has a great refreshing fragranceBenefitsSafe: For all types of marble, granite, wooden floors, appliances, etc.Economical: Dilute for most cleaning needsGentle: Gentle to handsPowerful: For tough cleaning ",Home & Kitchen > Cleaners,5,12-01-2010 11:21,1394928000,,United Kingdom
536401,84510A,A1RI8HAZRUWZM6,972683275,Glito Glass Cleaner,Glito,93,Home & Kitchen,Cleaners,500,"Overview:Glito Glass Cleaner we deal in is marketed under the brand name Glito. Our Glass Cleaner provides easy and excellent cleaning of even hard glass surfaceKey FeaturesGlito Glass Cleaner. Best suited for Cleaning Glass.Glass Cleaner.How to UsePress pump to spray fine mist over surface. Wipe with clean dry cotton cloth to get clean and sparking results.Care InstructionsUnplug electrical appliances before use. Do not use on varnish wooden surface. Check your manual before using product on electronics. If sprayed in eye rinse with water. If swallowed induce vomiting and seek medical attention.About the BrandAtlas Commodities Private Limited is a prestigious company based in the city of Mumbai, Maharashtra. The company was established in the year 1991 and since our inception, we have been indulged in providing Housekeeping and Sanitary Solutions to various clients spread across different markets.",Home & Kitchen > Cleaners,5,12-01-2010 11:21,1384041600,,United Kingdom
